id,first_name,last_name,position,team_id,team_abbreviation,team_city,height_feet,height_inches,weight_pounds
2188,Jarrod,Uthoff,,30,WAS,Washington,,,
4197073,Tyler,Harvey,G,15,MEM,Memphis,,,
4197074,Satnam,Singh,C,15,MEM,Memphis,,,
4197075,Daniel,Diez,F,25,POR,Portland,,,
17553971,Marcus,Graves,G,26,SAC,Sacramento,,,
3547281,Nate,Hinton,G-F,11,HOU,Houston,,,
17553968,Joshua,Obiesie,G,26,SAC,Sacramento,,,
4197076,Nikola,Radicevic,G,9,DET,Detroit,,,
4197077,Dimitrios,Agravanis,F,26,SAC,Sacramento,,,
4197078,Luka,Mitrovic,F,26,SAC,Sacramento,,,
4197110,Isaia,Cordinier,G,3,BKN,Brooklyn,,,
4197111,David,Michineau,G,13,LAC,LA,,,
4197112,Wang,Zhelin,,15,MEM,Memphis,,,
17553972,Ryan,Taylor,G,10,GSW,Golden State,,,
17553973,Kendall,Smith,G,10,GSW,Golden State,,,
666726,Mathias,Lessort,F,20,NYK,New York,,,
17553977,Yoeli,Childs,F,14,LAL,Los Angeles,,,
46389571,George,Munroe,,38,BOM,,,,
4197165,Ognen,Jaramaz,G,20,NYK,New York,,,
4197166,Alpha,Kaba,F,1,ATL,Atlanta,,,
17553980,Princepal,Singh,F,26,SAC,Sacramento,,,
230,Wes,Iwundu,F,1,ATL,Atlanta,6.0,7.0,195.0
17553981,Kahlil,Whitney,F,10,GSW,Golden State,,,
17553982,Tres,Tinkle,F,14,LAL,Los Angeles,,,
17553985,Romaro,Gill,C,14,LAL,Los Angeles,,,
17553989,Elijah,Pemberton,G,10,GSW,Golden State,,,
17957861,JT,Thor,,4,CHA,Charlotte,,,
4197230,Issuf,Sanon,G,30,WAS,Washington,,,
2226,Erik,McCree,,25,POR,Portland,,,
29,J.J.,Barea,G,7,DAL,Dallas,6.0,0.0,185.0
17895796,Vitto,Brown,F,24,PHX,Phoenix,,,
666758,Tahjere,McCall,G,22,ORL,Orlando,,,
17895798,Jared,Brownridge,G,18,MIN,Minnesota,,,
300,Yante,Maten,F,22,ORL,Orlando,6.0,8.0,240.0
17895815,Quinton,Rose,G-F,20,NYK,New York,,,
17895818,Matur,Maker,F,8,DEN,Denver,,,
17895819,LiAngelo,Ball,F,4,CHA,Charlotte,,,
17895821,D.J.,Hogg,F,22,ORL,Orlando,,,
17896121,Josh,Gray,,8,DEN,Denver,,,
456,Denzel,Valentine,G,29,UTA,Utah,6.0,6.0,210.0
168,Langston,Galloway,G,17,MIL,Milwaukee,6.0,2.0,200.0
156,Terrance,Ferguson,G,20,NYK,New York,6.0,7.0,190.0
154,Cristiano,Felicio,F-C,5,CHI,Chicago,6.0,10.0,265.0
46389572,Aubrey,Davis,,38,BOM,,,,
46389573,Doyle,Parrack,,37,CHS,,,,
157,Yogi,Ferrell,G,13,LAC,LA,6.0,0.0,180.0
256,George,King,F,7,DAL,Dallas,6.0,6.0,220.0
666467,Amida,Brimah,C,12,IND,Indiana,,,
17553986,Ade,Murkey,G,26,SAC,Sacramento,,,
169,Marc,Gasol,C,14,LAL,Los Angeles,7.0,1.0,255.0
46389574,Chuck,Halbert,,37,CHS,,,,
17896053,Aaron,Henry,G,23,PHI,Philadelphia,,,
181,Treveon,Graham,F,1,ATL,Atlanta,6.0,5.0,225.0
183,Jerian,Grant,G,30,WAS,Washington,6.0,4.0,205.0
4197231,Vanja,Marinkovic,G-F,26,SAC,Sacramento,,,
18030330,Kerry,Blackshear Jr.,C,18,MIN,Minnesota,,,
666607,Marko,Guduric,G,15,MEM,Memphis,,,
2225,Josh,Gray,,8,DEN,Denver,,,
666610,Devon,Hall,G,21,OKC,Oklahoma City,,,
666611,Donta,Hall,F,22,ORL,Orlando,,,
17895721,Juwan,Durham,F,1,ATL,Atlanta,,,
17895722,Max,Heidegger,G,1,ATL,Atlanta,,,
17895723,Justin,Jaworski,G,1,ATL,Atlanta,,,
17895724,Ibi,Watson,G,1,ATL,Atlanta,,,
17895725,Jaime,Echenique,C,30,WAS,Washington,,,
1280857,Kevin,Hervey,F,21,OKC,Oklahoma City,,,
208,Mario,Hezonja,F,25,POR,Portland,6.0,8.0,225.0
348,James,Nunnally,F,19,NOP,New Orleans,,,
20,Trevor,Ariza,F,14,LAL,Los Angeles,6.0,8.0,215.0
666630,Dewan,Hernandez,C,30,WAS,Washington,,,
3547197,Devon,Dotson,G,30,WAS,Washington,,,
258,Brandon,Knight,G,7,DAL,Dallas,6.0,3.0,195.0
46389575,Max,Zaslofsky,,37,CHS,,,,
17553990,Isaiah,Brown,F,10,GSW,Golden State,,,
46390202,Frank,Fucarino,,41,HUS,,,,
46390203,Red,Dehnert,,43,PRO,,,,
46390204,Wallace,Sydnor,,37,CHS,,,,
46390205,Pete,Lalich,,39,CLR,,,,
17896066,Yves,Pons,G-F,15,MEM,Memphis,,,
46390206,Gorham,Getchell,,44,PIT,,,,
24489019,Jarron,Cumberland,G,25,POR,Portland,,,
666716,Dedric,Lawson,F,2,BOS,Boston,,,
17895865,Charles,Matthews,F,23,PHI,Philadelphia,,,
666808,Zach,Norvell Jr.,G,27,SAS,San Antonio,,,
666892,Simisola,Shittu,F,5,CHI,Chicago,,,
17895876,Kaleb,Wesson,F,13,LAC,LA,,,
666647,Daulton,Hommes,F,19,NOP,New Orleans,,,
17895877,Kerwin,Roach,G,13,LAC,LA,,,
17895878,Zach,Hankins,C,24,PHX,Phoenix,,,
666827,Tariq,Owens,F,7,DAL,Dallas,,,
17895902,Tyler,Hall,G,20,NYK,New York,,,
666598,Hassani,Gravett,G,22,ORL,Orlando,,,
17895903,Brandon,Randolph,G-F,17,MIL,Milwaukee,,,
666393,Jalen,Adams,G,28,TOR,Toronto,,,
17895906,Trey,Phills,G,11,HOU,Houston,,,
17895907,Stephen,Domingo,G,27,SAS,San Antonio,,,
40,Marco,Belinelli,G-F,27,SAS,San Antonio,6.0,5.0,210.0
4196799,Andrei,Fetisov,F,17,MIL,Milwaukee,,,
666401,Kyle,Alexander,F,24,PHX,Phoenix,,,
17895908,Paul,White,F,29,UTA,Utah,,,
10,Al-Farouq,Aminu,F,2,BOS,Boston,6.0,9.0,220.0
84,DeMarre,Carroll,F,11,HOU,Houston,6.0,8.0,215.0
17895910,Kenny,Williams,G,4,CHA,Charlotte,,,
88,Vince,Carter,F-G,1,ATL,Atlanta,6.0,6.0,220.0
94,Tyson,Chandler,C,11,HOU,Houston,7.0,1.0,240.0
95,Wilson,Chandler,F,3,BKN,Brooklyn,6.0,9.0,225.0
2099,Bruno,Caboclo,,11,HOU,Houston,6.0,9.0,218.0
46389576,Don,Putman,,38,BOM,,,,
46389577,Herschel,Baltimore,,38,BOM,,,,
4196800,Rashard,Griffith,C,22,ORL,Orlando,,,
4196801,Aurelijius,Zukauskas,C,17,MIL,Milwaukee,,,
4196802,Abdul,Shamsid-Deen,F,21,OKC,Oklahoma City,,,
4196824,Sani,Becirovic,G,8,DEN,Denver,,,
17895911,Barry,Brown,G,22,ORL,Orlando,,,
17895963,Paul,Eboua,F,17,MIL,Milwaukee,,,
17895984,Derrick,Alston Jr.,F,29,UTA,Utah,,,
371,Mason,Plumlee,F-C,13,LAC,LA,6.0,11.0,235.0
17895991,Jahlil,Tripp,F,27,SAS,San Antonio,,,
17895992,Rayshaun,Hammonds,F,28,TOR,Toronto,,,
4196825,Paccelis,Morlende,G,21,OKC,Oklahoma City,,,
4196826,Remon,Van de Hare,C,22,ORL,Orlando,,,
17553991,Selom,Mawugbe,C,10,GSW,Golden State,,,
4196827,Nedzad,Sinanovic,C,25,POR,Portland,,,
4196828,Xue,Yuyang,F-C,8,DEN,Denver,,,
4196832,Albert,Miralles,C,5,CHI,Chicago,,,
4196833,Viktor,Sanikidze,F,27,SAS,San Antonio,,,
4196835,Sergei,Lishouk,F,11,HOU,Houston,,,
4196836,Christian,Drejer,F,3,BKN,Brooklyn,,,
4196837,Sergei,Karaulov,C,27,SAS,San Antonio,,,
4196839,Fran,Vazquez,F-C,22,ORL,Orlando,,,
4196841,Erazem,Lorbek,F,27,SAS,San Antonio,,,
4196842,Axel,Hervelle,F,20,NYK,New York,,,
4196843,Cenk,Akyol,G,24,PHX,Phoenix,,,
4196850,Lior,Eliyahu,F,10,GSW,Golden State,,,
4196852,Vladimir,Veremeenko,F,13,LAC,LA,,,
46390207,Gino,Sovran,,41,HUS,,,,
17896050,Matt,Hurt,F,11,HOU,Houston,,,
4196965,Izzet,Turkyilmaz,F,8,DEN,Denver,,,
389,JJ,Redick,G,7,DAL,Dallas,6.0,4.0,200.0
24590029,Craig,Sword,G,30,WAS,Washington,,,
4196998,Bojan,Dubljevic,F,25,POR,Portland,,,
17553996,DJ,Steward,G,26,SAC,Sacramento,,,
4196999,Janis,Timma,F,22,ORL,Orlando,,,
2215,Malcolm,Miller,,18,MIN,Minnesota,,,
479,Johnathan,Williams,F,26,SAC,Sacramento,6.0,9.0,228.0
3546977,Greg,Whittington,F,8,DEN,Denver,,,
17896092,Jalen,Crutcher,G,17,MIL,Milwaukee,,,
17896090,MaCio,Teague,G,29,UTA,Utah,,,
310,Jordan,McRae,G,9,DET,Detroit,6.0,5.0,179.0
17896091,D.J.,Carton,G,4,CHA,Charlotte,,,
17896096,Matt,Mitchell,F,27,SAS,San Antonio,,,
666859,Josh,Reaves,G,7,DAL,Dallas,,,
17896098,Zaccheus,Darko-Kelly,G-F,28,TOR,Toronto,,,
17896095,Isaiah,Miller,G,18,MIN,Minnesota,,,
17896102,Mitch,Ballock,G,6,CLE,Cleveland,,,
666963,Nigel,Williams-Goss,G,29,UTA,Utah,,,
50966,Cameron,Reynolds,G,11,HOU,Houston,,,
4197032,Nemanja,Dangubic,F,3,BKN,Brooklyn,,,
4197033,Louis,Labeyrie,F-C,20,NYK,New York,,,
331,Johnathan,Motley,F,13,LAC,LA,6.0,10.0,230.0
46389578,Chet,Carlisle,,37,CHS,,,,
4197192,Jaylen,Hands,G,6,CLE,Cleveland,,,
336,Dzanan,Musa,G-F,3,BKN,Brooklyn,6.0,9.0,208.0
333,Emmanuel,Mudiay,G,26,SAC,Sacramento,6.0,5.0,200.0
317,Darius,Miller,F,21,OKC,Oklahoma City,6.0,8.0,225.0
17895996,E.J.,Montgomery,F,17,MIL,Milwaukee,,,
17895998,Devonte,Patterson,F,7,DAL,Dallas,,,
17895999,Jordan,Bowden,G,3,BKN,Brooklyn,,,
17896000,Nathan,Sestina,F,29,UTA,Utah,,,
17896005,Emmitt,Williams,F,21,OKC,Oklahoma City,,,
3547261,Nico,Mannion,G,10,GSW,Golden State,,,
17896006,Anthony,Cowan Jr.,G,15,MEM,Memphis,,,
17896054,John,Petty Jr.,G-F,9,DET,Detroit,,,
17896108,Romeo,Weems,F,15,MEM,Memphis,,,
17896109,Ryan,Daly,G,5,CHI,Chicago,,,
17896111,Brandon,Rachal,G,3,BKN,Brooklyn,,,
17554007,Colbey,Ross,G,10,GSW,Golden State,,,
17896113,Devontae,Shuler,G,7,DAL,Dallas,,,
17554008,Justin,Smith,F,16,MIA,Miami,,,
666551,Carsen,Edwards,G,9,DET,Detroit,,,
50661,Chris,Chiozza,G,10,GSW,Golden State,,,
17896019,Nahziah,Carter,G,1,ATL,Atlanta,,,
666824,Miye,Oni,G,19,NOP,New Orleans,,,
295,Thon,Maker,F,6,CLE,Cleveland,7.0,1.0,221.0
41,Jordan,Bell,F,5,CHI,Chicago,6.0,9.0,224.0
299,Frank,Mason,G,23,PHI,Philadelphia,5.0,11.0,190.0
294,Ian,Mahinmi,C,30,WAS,Washington,6.0,11.0,262.0
17896008,Shakur,Juiston,F,22,ORL,Orlando,,,
17896115,Amar,Sylla,F,22,ORL,Orlando,,,
17896119,Reid,Travis,F,20,NYK,New York,,,
17896015,JJ,Culver,G,18,MIN,Minnesota,,,
127,Cheick,Diallo,F,9,DET,Detroit,6.0,9.0,220.0
17896010,Darnell,Cowart,F,15,MEM,Memphis,,,
17896011,Nate,Renfro,F,27,SAS,San Antonio,,,
134,Damyean,Dotson,G,20,NYK,New York,6.0,6.0,210.0
11558583,Cameron,Oliver,F,1,ATL,Atlanta,,,
17896013,Ryan,Woolridge,G,21,OKC,Oklahoma City,,,
205,John,Henson,F,20,NYK,New York,6.0,11.0,219.0
46389579,Don,Martin,,38,BOM,,,,
17896014,Eugene,German,G,8,DEN,Denver,,,
17896016,Jaire,Grayer,G,22,ORL,Orlando,,,
288,Timothe,Luwawu-Cabarrot,G-F,1,ATL,Atlanta,6.0,6.0,210.0
17896009,Rob,Edwards,G,21,OKC,Oklahoma City,,,
9530711,Gabriel,Deck,,21,OKC,Oklahoma City,,,
46389580,Wilbert,Kautz,,37,CHS,,,,
17896117,Ethan,Thompson,G,5,CHI,Chicago,,,
46389581,Tony,Jaros,,37,CHS,,,,
46390208,Hal,Crisler,,2,BOS,Boston,,,
35,Aron,Baynes,C-F,28,TOR,Toronto,6.0,10.0,260.0
17895753,DMitrik,Trice,G,17,MIL,Milwaukee,,,
78,Deonte,Burton,G,26,SAC,Sacramento,6.0,5.0,245.0
46390209,Winfred,Jacobs,,38,BOM,,,,
350,David,Nwaba,G,21,OKC,Oklahoma City,6.0,4.0,219.0
46390210,Ned,Endress,,39,CLR,,,,
666460,Ky,Bowman,G,10,GSW,Golden State,,,
1764,Corey,Brewer,,26,SAC,Sacramento,6.0,9.0,186.0
666502,Zylan,Cheatham,F,19,NOP,New Orleans,,,
64,Ryan,Broekhoff,G-F,23,PHI,Philadelphia,6.0,7.0,215.0
2211,Antonius,Cleveland,,7,DAL,Dallas,,,
111,Jamal,Crawford,G,3,BKN,Brooklyn,6.0,5.0,185.0
106,Quinn,Cook,G,25,POR,Portland,6.0,2.0,179.0
216,Rondae,Hollis-Jefferson,F,25,POR,Portland,6.0,7.0,217.0
666459,Brian,Bowen II,F,18,MIN,Minnesota,,,
138,Jared,Dudley,F,14,LAL,Los Angeles,6.0,7.0,237.0
395,Glenn,Robinson III,G-F,26,SAC,Sacramento,6.0,6.0,222.0
394,Andre,Roberson,G-F,3,BKN,Brooklyn,6.0,7.0,210.0
354,Jahlil,Okafor,C,1,ATL,Atlanta,6.0,11.0,275.0
341,Shabazz,Napier,G,30,WAS,Washington,6.0,1.0,180.0
1771,Joakim,Noah,,13,LAC,LA,6.0,11.0,230.0
50729,Michael,Frazier,G,24,PHX,Phoenix,,,
151,Dante,Exum,G,7,DAL,Dallas,6.0,6.0,190.0
18036823,Balsa,Koprivica,,9,DET,Detroit,,,
352,Kyle,O'Quinn,C,23,PHI,Philadelphia,6.0,10.0,250.0
355,Elie,Okobo,G,24,PHX,Phoenix,6.0,3.0,190.0
193,Maurice,Harkless,F,26,SAC,Sacramento,6.0,9.0,220.0
408,Tomas,Satoransky,G-F,30,WAS,Washington,6.0,7.0,210.0
36,Kent,Bazemore,G,14,LAL,Los Angeles,6.0,5.0,201.0
46390211,Tom,Callahan,,43,PRO,,,,
76,Trey,Burke,G,21,OKC,Oklahoma City,6.0,1.0,175.0
46390212,Al,Lujack,,42,WAS,,,,
24489241,Cameron,McGriff,F,25,POR,Portland,,,
24850479,Jaysean,Paige,G,9,DET,Detroit,,,
666894,Chris,Silva,F,7,DAL,Dallas,,,
174,Harry,Giles III,F-C,3,BKN,Brooklyn,6.0,10.0,240.0
116,Troy,Daniels,G,8,DEN,Denver,6.0,4.0,205.0
1557,Anderson,Varejao,,6,CLE,Cleveland,,,
46389582,Bob,Doll,,38,BOM,,,,
46389583,Giff,Roux,,38,BOM,,,,
666641,Jaylen,Hoard,F,21,OKC,Oklahoma City,,,
440,Isaiah,Thomas,G,4,CHA,Charlotte,5.0,9.0,185.0
18039569,Xavier,Rathan-Mayes,,30,WAS,Washington,,,
2158,Patrick,McCaw,,28,TOR,Toronto,6.0,7.0,185.0
4196997,Alex,Oriakhi,F,26,SAC,Sacramento,,,
4197065,Aaron,White,F,3,BKN,Brooklyn,,,
666846,Vincent,Poirier,C,20,NYK,New York,,,
11755528,Elijah,Bryant,G,17,MIL,Milwaukee,,,
17895912,Ahmad,Caver,G,12,IND,Indiana,,,
666899,Deividas,Sirvydis,G,9,DET,Detroit,,,
309,Ben,McLemore,G,25,POR,Portland,,,
666672,Justin,James,G-F,19,NOP,New Orleans,,,
18041884,Asante,Gist,,30,WAS,Washington,,,
38017678,Michael,Foster Jr.,F,23,PHI,Philadelphia,,,
234,Josh,Jackson,F,26,SAC,Sacramento,6.0,8.0,200.0
203,Udonis,Haslem,F,16,MIA,Miami,6.0,8.0,235.0
3547291,Mason,Jones,G,14,LAL,Los Angeles,,,
666783,Adam,Mokoka,G,5,CHI,Chicago,,,
224,Andre,Iguodala,G-F,10,GSW,Golden State,6.0,6.0,215.0
266,Skal,Labissiere,F,27,SAS,San Antonio,6.0,11.0,235.0
17620634,Brandon,McCoy,,16,MIA,Miami,,,
666454,Jordan,Bone,G,12,IND,Indiana,,,
255,Michael,Kidd-Gilchrist,F,7,DAL,Dallas,6.0,7.0,232.0
262,Kyle,Korver,G-F,17,MIL,Milwaukee,6.0,7.0,212.0
459,Noah,Vonleh,F,2,BOS,Boston,6.0,9.0,250.0
264,Rodions,Kurucs,F,17,MIL,Milwaukee,6.0,9.0,210.0
144,Wayne,Ellington,G,14,LAL,Los Angeles,,,
18042321,Asante,Gist,,30,WAS,Washington,,,
271,Courtney,Lee,G,7,DAL,Dallas,6.0,5.0,215.0
666720,Jalen,Lecque,G,21,OKC,Oklahoma City,,,
666717,Vic,Law,F,14,LAL,Los Angeles,,,
270,TJ,Leaf,F,25,POR,Portland,6.0,10.0,225.0
3547278,Ashton,Hagans,G-F,28,TOR,Toronto,,,
362,Jabari,Parker,F,2,BOS,Boston,6.0,8.0,245.0
3547265,Tyler,Bey,F,11,HOU,Houston,,,
46389584,Belus,Smawley,,38,BOM,,,,
46389585,Chuck,Gilmur,,37,CHS,,,,
46389586,Don,Carlson,,37,CHS,,,,
46389587,Cecil,Hankins,,38,BOM,,,,
3547284,Karim,Mane,G,18,MIN,Minnesota,,,
367,Chris,Paul,G,10,GSW,Golden State,6.0,0.0,175.0
46389588,Mickey,Rottner,,37,CHS,,,,
46390213,Mel,Hirsch,,2,BOS,Boston,,,
244,Tyler,Johnson,G,27,SAS,San Antonio,6.0,4.0,190.0
3547303,Will,Magnay,C,19,NOP,New Orleans,,,
3547290,Josh,Hall,F,21,OKC,Oklahoma City,,,
4197384,Yam,Madar,G,2,BOS,Boston,,,
107,DeMarcus,Cousins,C,8,DEN,Denver,6.0,11.0,270.0
325,Greg,Monroe,C,18,MIN,Minnesota,,,
118,Ed,Davis,C,6,CLE,Cleveland,6.0,10.0,225.0
51,Eric,Bledsoe,G,25,POR,Portland,6.0,1.0,205.0
59,Avery,Bradley,G,14,LAL,Los Angeles,6.0,2.0,180.0
474,Hassan,Whiteside,C,29,UTA,Utah,7.0,0.0,265.0
49,Nemanja,Bjelica,F,10,GSW,Golden State,6.0,10.0,234.0
431,Lance,Stephenson,G,12,IND,Indiana,6.0,6.0,230.0
3547263,Daniel,Oturu,C,28,TOR,Toronto,,,
3547277,Grant,Riller,G,23,PHI,Philadelphia,,,
3547292,Jalen,Harris,G,28,TOR,Toronto,,,
4197389,Justinian,Jessup,G,10,GSW,Golden State,,,
446,Anthony,Tolliver,F,19,NOP,New Orleans,6.0,8.0,250.0
435,Jeff,Teague,G,17,MIL,Milwaukee,6.0,2.0,195.0
411,Thabo,Sefolosha,F,11,HOU,Houston,6.0,7.0,220.0
666891,Marial,Shayok,G,23,PHI,Philadelphia,,,
410,Mike,Scott,F,23,PHI,Philadelphia,6.0,8.0,237.0
424,JR,Smith,G-F,14,LAL,Los Angeles,6.0,6.0,225.0
425,Zhaire,Smith,G,23,PHI,Philadelphia,6.0,4.0,199.0
2080,JaKarr,Sampson,,12,IND,Indiana,,,
433,Caleb,Swanigan,F,25,POR,Portland,6.0,9.0,250.0
17,Carmelo,Anthony,F,14,LAL,Los Angeles,,,
442,Lance,Thomas,F,3,BKN,Brooklyn,6.0,8.0,240.0
220,Dwight,Howard,C,14,LAL,Los Angeles,6.0,11.0,265.0
427,Ray,Spalding,F,11,HOU,Houston,,,
481,Lou,Williams,G,1,ATL,Atlanta,6.0,1.0,175.0
6,LaMarcus,Aldridge,F,3,BKN,Brooklyn,6.0,11.0,260.0
428,Omari,Spellman,F,5,CHI,Chicago,6.0,9.0,245.0
445,Sindarius,Thornwell,G,22,ORL,Orlando,6.0,5.0,215.0
441,Khyri,Thomas,G,11,HOU,Houston,6.0,3.0,210.0
666900,Alen,Smailagic,F,10,GSW,Golden State,,,
400,Rajon,Rondo,G,6,CLE,Cleveland,6.0,1.0,186.0
318,Paul,Millsap,F,23,PHI,Philadelphia,6.0,8.0,246.0
17895693,Justin,Turner,G,27,SAS,San Antonio,,,
17895694,Biram,Faye,C,27,SAS,San Antonio,,,
17895695,Eric,Demers,G,27,SAS,San Antonio,,,
2309958,Jontay,Porter,C-F,15,MEM,Memphis,,,
23,Dwayne,Bacon,G-F,20,NYK,New York,6.0,7.0,221.0
222,Chandler,Hutchison,F,24,PHX,Phoenix,6.0,7.0,197.0
17895696,Tahj,Eaddy,G,22,ORL,Orlando,,,
17895697,Asbjorn,Midtgaard,C,22,ORL,Orlando,,,
17895698,Jeremiah,Tilmon,C,22,ORL,Orlando,,,
17895701,D.J.,Funderburk,F,29,UTA,Utah,,,
17895702,Olivier,Sarr,C,15,MEM,Memphis,,,
17895703,Keaton,Wallace,G,15,MEM,Memphis,,,
17895706,Denzel,Mahoney,G-F,4,CHA,Charlotte,,,
17895707,Cameron,McGriff,F,4,CHA,Charlotte,,,
17895708,Sehmus,Hazer,G,6,CLE,Cleveland,,,
17895709,Tre,Scott,F,6,CLE,Cleveland,,,
17895710,Chandler,Vaudrin,F,6,CLE,Cleveland,,,
4197197,Justin,Jackson,F,22,ORL,Orlando,,,
2,Jaylen,Adams,G,5,CHI,Chicago,6.0,2.0,190.0
12044014,Caleb,Homesley,G,30,WAS,Washington,,,
463,Dion,Waiters,G,14,LAL,Los Angeles,6.0,4.0,215.0
666975,Kenny,Wooten,F,18,MIN,Minnesota,,,
482,Marvin,Williams,F,17,MIL,Milwaukee,6.0,9.0,237.0
1983,Tyler,Zeller,,27,SAS,San Antonio,,,
492,Ante,Zizic,C,6,CLE,Cleveland,6.0,11.0,254.0
17895711,Caleb,Agada,G-F,8,DEN,Denver,,,
17895712,Giorgi,Bezhanishvili,F,8,DEN,Denver,,,
17895713,Chudier,Bile,F,8,DEN,Denver,,,
17895714,Jason,Burnell,F,8,DEN,Denver,,,
666871,Justin,Robinson,G,9,DET,Detroit,,,
17895715,Steffon,Mitchell,F,8,DEN,Denver,,,
666976,Justin,Wright-Foreman,G,30,WAS,Washington,,,
17895716,Arnas,Velicka,G,2,BOS,Boston,,,
17895717,LJ,Figueroa,G,7,DAL,Dallas,,,
666750,Jeremiah,Martin,G,6,CLE,Cleveland,,,
17895718,Mark,Vital,F,25,POR,Portland,,,
17895719,Sterling,Manley,F-C,5,CHI,Chicago,,,
17895720,Troy,Baxter Jr.,F,5,CHI,Chicago,,,
667302,Nicolo,Melli,F,7,DAL,Dallas,,,
97,Marquese,Chriss,F,21,OKC,Oklahoma City,6.0,10.0,240.0
17895734,Spencer,Littleson,G,9,DET,Detroit,,,
17895735,Jamorko,Pickett,F,9,DET,Detroit,,,
17895736,Anthony,Tarke,F,9,DET,Detroit,,,
17895737,Lydell,Elmore,F,13,LAC,LA,,,
17895738,David,DiLeo,F,19,NOP,New Orleans,,,
17895739,Malcolm,Hill,G,19,NOP,New Orleans,,,
46389589,Ralph,Kaplowitz,,10,GSW,Golden State,,,
46389590,George,Senesky,,10,GSW,Golden State,,,
17895740,Alpha,Diallo,F,24,PHX,Phoenix,,,
17895741,Jon Axel,Gudmundsson,G,24,PHX,Phoenix,,,
17895742,Trey,Kell,G,24,PHX,Phoenix,,,
484,D.J.,Wilson,F,28,TOR,Toronto,6.0,10.0,231.0
163,Tim,Frazier,G,6,CLE,Cleveland,6.0,1.0,170.0
468,Brad,Wanamaker,G,30,WAS,Washington,6.0,4.0,210.0
358,Kelly,Olynyk,F,29,UTA,Utah,7.0,0.0,240.0
3547300,Sean,McDermott,F,15,MEM,Memphis,,,
152,Kenneth,Faried,F-C,25,POR,Portland,6.0,8.0,220.0
17895758,Kyle,Fogg,G,29,UTA,Utah,,,
2164,Semaj,Christon,,8,DEN,Denver,,,
17895762,Deonte,Burton,F,8,DEN,Denver,,,
2133,Joe,Young,,30,WAS,Washington,,,
17895775,Zach,Auguste,C,2,BOS,Boston,,,
412,Wayne,Selden,G-F,20,NYK,New York,6.0,5.0,230.0
17896068,Juhann,Begarin,G,2,BOS,Boston,,,
2076,Tarik,Black,,8,DEN,Denver,,,
17896082,Aamir,Simms,F,20,NYK,New York,,,
326,E'Twaun,Moore,G,22,ORL,Orlando,6.0,4.0,191.0
17896086,Oscar,da Silva,F,21,OKC,Oklahoma City,,,
18170949,Giorgos,Kalaitzakis,,17,MIL,Milwaukee,,,
17895743,Jo,Lual-Acuil Jr.,C,24,PHX,Phoenix,,,
17895744,Emmanuel,Nzekwesi,F,24,PHX,Phoenix,,,
17895745,Jaleen,Smith,G,24,PHX,Phoenix,,,
17895746,Justin,Robinson,F,27,SAS,San Antonio,,,
17895747,Marcus,Foster,G,11,HOU,Houston,,,
17895748,Jalen,Tate,G,11,HOU,Houston,,,
17895749,Tyler,Hagedorn,F,14,LAL,Los Angeles,,,
3547296,Ty-Shon,Alexander,G,24,PHX,Phoenix,,,
17895750,Steven,Enoch,F,17,MIL,Milwaukee,,,
17895751,John,Mooney,F,17,MIL,Milwaukee,,,
17895752,Mike,Smith,G,17,MIL,Milwaukee,,,
126,Marcus,Derrickson,F,18,MIN,Minnesota,6.0,7.0,249.0
52,Trevon,Bluiett,G-F,6,CLE,Cleveland,6.0,6.0,198.0
46390214,Don,Eliason,,2,BOS,Boston,,,
46390215,Walt,Miller,,44,PIT,,,,
5279,Emanuel,Terry,,24,PHX,Phoenix,6.0,9.0,220.0
50823,Jemerrio,Jones,F,14,LAL,Los Angeles,,,
18677827,Johnny,Hamilton,C,1,ATL,Atlanta,,,
269,Jake,Layman,F,18,MIN,Minnesota,6.0,9.0,215.0
5,DeVaughn,Akoon-Purcell,G-F,1,ATL,Atlanta,,,
17895834,Nate,Mason,G,24,PHX,Phoenix,,,
46390216,Al,Negratti,,42,WAS,,,,
46390217,Hank,Biasatti,,41,HUS,,,,
46390218,Rob,Rensberger,,37,CHS,,,,
17895835,Bennie,Boatwright,F,12,IND,Indiana,,,
17895838,Aubrey,Dawkins,G-F,30,WAS,Washington,,,
666570,Robert,Franks,F,7,DAL,Dallas,,,
18678048,Balsa,Koprivica,C,9,DET,Detroit,,,
17896079,Rokas,Jokubaitis,G,20,NYK,New York,,,
17896080,EJ,Onu,F-C,7,DAL,Dallas,,,
17896118,Marcus,Zegarowski,G,3,BKN,Brooklyn,,,
17895839,Javin,DeLaurier,F,17,MIL,Milwaukee,,,
17895988,Jon,Teske,C,15,MEM,Memphis,,,
38017723,Alondes,Williams,G,3,BKN,Brooklyn,,,
4197105,Petr,Cornelie,F,8,DEN,Denver,,,
24839769,Paris,Bass,F,24,PHX,Phoenix,,,
426,Tony,Snell,G,19,NOP,New Orleans,6.0,7.0,213.0
240,Alize,Johnson,F,27,SAS,San Antonio,6.0,9.0,212.0
666794,Mychal,Mulder,G,16,MIA,Miami,,,
3547164,CJ,Elleby,F-G,25,POR,Portland,,,
666616,Jared,Harper,G,19,NOP,New Orleans,,,
10384980,Myles,Powell,G,23,PHI,Philadelphia,,,
46390219,Nat,Frankel,,44,PIT,,,,
666584,Kaiser,Gates,F,19,NOP,New Orleans,,,
